Authors,Title,Year,Source title,Link,Document Type,Source,EID
"Aymer P.","Representations of race, gender, and ethnicity in Caribbean tourism economies: Haitian and Dominican migrant women in St Maarten, Netherlands Antilles",2011,"Latin American and Caribbean Ethnic Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953775948&doi=10.1080%2f17442222.2011.543871&partnerID=40&md5=d4155a237857242dd6b8a45773631453",Article,Scopus,2-s2.0-79953775948
"Smith T.","From Woodrow Wilson in 1902 to the Bush doctrine in 2002: Democracy promotion as imperialism",2011,"International Politics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955561990&doi=10.1057%2fip.2011.11&partnerID=40&md5=9e92dc5379ace394b38f221e19aedf46",Article,Scopus,2-s2.0-79955561990
"Donini A.","Between a rock and a hard place: Integration or independence of humanitarian action?",2011,"International Review of the Red Cross","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555194480&doi=10.1017%2fS1816383110000639&partnerID=40&md5=4f429e0af49c8c303535a2399f23463f",Article,Scopus,2-s2.0-82555194480
"Drezner D.W.","Sanctions sometimes smart: Targeted sanctions in theory and practice",2011,"International Studies Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952465168&doi=10.1111%2fj.1468-2486.2010.01001.x&partnerID=40&md5=cd85b726a57ffef9fafc38409465b9f4",Review,Scopus,2-s2.0-79952465168
"Hollander J.B.","Surprising facts from the census",2011,"Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953680461&partnerID=40&md5=5fcf5018d25f2904aba782f975973e0d",Note,Scopus,2-s2.0-79953680461
"Shevel O.","Russian Nation-building from Yel'tsin to Medvedev: Ethnic, Civic or Purposefully Ambiguous?",2011,"Europe - Asia Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952722018&doi=10.1080%2f09668136.2011.547693&partnerID=40&md5=00993bdf1db9af60b7180c332eac1962",Article,Scopus,2-s2.0-79952722018
"Kennedy E., Webb P., Walker P., Saltzman E., Maxwell D., Nelson M., Booth S.","The evolving food and nutrition agenda: Policy and research priorities for the coming decade",2011,"Food and Nutrition Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957817085&partnerID=40&md5=085fd6ba0e9dcebf5fa26ec3afae1088",Article,Scopus,2-s2.0-79957817085
"Orozco M., Burgess E.","A commitment amidst shared hardship: Haitian transnational migrants and remittances",2011,"Journal of Black Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952293923&doi=10.1177%2f0021934710395590&partnerID=40&md5=0edebbab2f33e0dd1a45485cdd9dc8f9",Article,Scopus,2-s2.0-79952293923
"Babbitt E., Hampson F.O.","Conflict Resolution as a Field of Inquiry: Practice Informing Theory",2011,"International Studies Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952463150&doi=10.1111%2fj.1468-2486.2010.00997.x&partnerID=40&md5=c761c5cf343b80f58d5e1a46530c3274",Review,Scopus,2-s2.0-79952463150
"Masicampo E.J., Baumeister R.F.","Unfulfilled goals interfere with tasks that require executive functions",2011,"Journal of Experimental Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79651474505&doi=10.1016%2fj.jesp.2010.10.011&partnerID=40&md5=4f695e194923b07c20d6c54bc0034db1",Article,Scopus,2-s2.0-79651474505
"Wu W., Brooks M.","Report from the editors",2011,"Journal of Planning Education and Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952290315&doi=10.1177%2f0739456X10393909&partnerID=40&md5=c010fb17335aa33f99018700b23666fe",Article,Scopus,2-s2.0-79952290315
"Clarke L., Agyeman J.","Is there more to environmental participation than meets the eye? Understanding agency, empowerment and disempowerment among black and minority ethnic communities",2011,"Area","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79851474817&doi=10.1111%2fj.1475-4762.2010.00970.x&partnerID=40&md5=1646101ea598f5ab353dcabdd019aa75",Article,Scopus,2-s2.0-79851474817
"Hannum H.","The advisory opinion on Kosovo: An opportunity lost, or a poisoned chalice refused?",2011,"Leiden Journal of International Law","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957439147&doi=10.1017%2fS092215651000066X&partnerID=40&md5=846002020a494a7cc76cf0cd47564a8f",Review,Scopus,2-s2.0-79957439147
"Muffly T.M., Kow N., Iqbal I., Barber M.D.","Minimum number of throws needed for knot security",2011,"Journal of Surgical Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951891296&doi=10.1016%2fj.jsurg.2010.11.001&partnerID=40&md5=f7b2f1e49db2d4d085194feac8910783",Article,Scopus,2-s2.0-79951891296
"Lee H.-S., Liu O.L., Price C.A., Kendall A.L.M.","College students' temporal-magnitude recognition ability associated with durations of scientific changes",2011,"Journal of Research in Science Teaching","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951767026&doi=10.1002%2ftea.20401&partnerID=40&md5=5740bc60688511b7763ed89037811566",Article,Scopus,2-s2.0-79951767026
"Martinez M.V., Brizuela B.M., Superfine A.C.","Integrating algebra and proof in high school mathematics: An exploratory study",2011,"Journal of Mathematical Behavior","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951757765&doi=10.1016%2fj.jmathb.2010.11.002&partnerID=40&md5=db028bfa5cb06e805a7642cbd9ff0207",Article,Scopus,2-s2.0-79951757765
"Frijters J.C., Lovett M.W., Steinbach K.A., Wolf M., Sevcik R.A., Morris R.D.","Neurocognitive Predictors of Reading Outcomes for Children With Reading Disabilities",2011,"Journal of Learning Disabilities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952567963&doi=10.1177%2f0022219410391185&partnerID=40&md5=3d0b7db1a9e82af009e629bf76d53536",Article,Scopus,2-s2.0-79952567963
"GURGEL A.C., PALTSEV S., REILLY J., METCALF G.","An analysis of US greenhouse gas cap-and-trade proposals using a forward-looking economic model",2011,"Environment and Development Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79751526241&doi=10.1017%2fS1355770X10000495&partnerID=40&md5=0ea00076a6c80d92e8c8656a0dd7a900",Article in Press,Scopus,2-s2.0-79751526241
"Strauch A.M., Almedom A.M.","Traditional Water Resource Management and Water Quality in Rural Tanzania",2011,"Human Ecology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952573899&doi=10.1007%2fs10745-011-9376-0&partnerID=40&md5=a35cbf025a9be0af1acbf549474f1694",Article,Scopus,2-s2.0-79952573899
"Sarkin J., Koenig M.","Developing the right to work: Intersecting and dialoguing human rights and economic policy",2011,"Human Rights Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951735278&doi=10.1353%2fhrq.2011.0010&partnerID=40&md5=c240b290f610339a0f5ebecc51f79bdb",Article,Scopus,2-s2.0-79951735278
"Cloutier J., Kelley W.M., Heatherton T.F.","The influence of perceptual and knowledge-based familiarity on the neural substrates of face perception",2011,"Social Neuroscience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551701764&doi=10.1080%2f17470911003693622&partnerID=40&md5=391a8917bd77e29faa738f450dd68701",Article,Scopus,2-s2.0-79551701764
"Elliott J.G., Stemler S.E., Sternberg R.J., Grigorenko E.L., Hoffman N.","The socially skilled teacher and the development of tacit knowledge",2011,"British Educational Research Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650163012&doi=10.1080%2f01411920903420016&partnerID=40&md5=bea6a9836f5cd455e0037097982acc9a",Article,Scopus,2-s2.0-78650163012
"Drezner D.W.","Theories of international politics and zombies",2011,"Theories of International Politics and Zombies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924236420&partnerID=40&md5=109741c80a88a5687401eb0f41b7ae2e",Book,Scopus,2-s2.0-84924236420
"Drezner D.W.","Theories of international politics and zombies",2011,"Theories of International Politics and Zombies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951785252&partnerID=40&md5=3c38d38e241c52ab4589932bd9275c22",Book,Scopus,2-s2.0-79951785252
"Koga K.","The US and East Asian regional security architecture: Building a regional security nexus on hub-and-spoke",2011,"Asian Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952088021&partnerID=40&md5=4517067dd75d603cc4613ea159121a13",Article,Scopus,2-s2.0-79952088021
"Drezner D.W.","⋯ And China isn't beating the U.S.",2011,"Foreign Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955799698&partnerID=40&md5=e85592d1de503a5427713f191d779938",Note,Scopus,2-s2.0-79955799698
"Shevel O.","Migration, refugee policy, and state building in postcommunist Europe",2011,"Migration, Refugee Policy, and State Building in Postcommunist Europe","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924432278&doi=10.1017%2fCBO9781139032599&partnerID=40&md5=f6af65c8cf73516b43721ff40165e51e",Book,Scopus,2-s2.0-84924432278
"Aptel C.","Unpunished crimes: The Special Court for Sierra Leone and children",2011,"The Sierra Leone Special Court and its Legacy: The Impact for Africa and International Criminal Law","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923485482&doi=10.1017%2fCBO9781139248778.026&partnerID=40&md5=602d3805baf6be1434c3af2363535f43",Book Chapter,Scopus,2-s2.0-84923485482
"Masuoka N.","The ""multiracial"" option: Social group identity and changing patterns of racial categorization",2011,"American Politics Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650705797&doi=10.1177%2f1532673X10378845&partnerID=40&md5=a4b3431ea25367ffff57d3f504e224ca",Article,Scopus,2-s2.0-78650705797
"Roy M.","Foreign babies/Indian make: Outsourcing reproduction in the age of globalization",2011,"Locating Cultural Change: Theory Method Process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911923866&doi=10.4135%2f9788132107637.n3&partnerID=40&md5=2741b7f11542703b63a6bb2ea1eaed00",Book Chapter,Scopus,2-s2.0-84911923866
"Martel W.C.","Victory in war: Revised and expanded edition",2011,"Victory in War","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925582747&doi=10.1017%2fCBO9780511842443&partnerID=40&md5=7f4130317c9597399b44cf3bdd3b7a91",Book,Scopus,2-s2.0-84925582747
"Jennings J.","The Empowerment Zone in Boston, Massachusetts 2000-2009: Lessons Learned for Neighborhood Revitalization",2011,"Review of Black Political Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951722845&doi=10.1007%2fs12114-010-9080-0&partnerID=40&md5=5e567ff803de33ad9d035b577f0e21ea",Article,Scopus,2-s2.0-79951722845
"Cochran M.","International perspectives on early childhood education",2011,"Educational Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651402040&doi=10.1177%2f0895904810387789&partnerID=40&md5=5135b16a9f6b036884cab76de71064a2",Article,Scopus,2-s2.0-78651402040
"Trachtman J.P.","The limits of PTAs: WTO legal restrictions on the use of WTO-plus standards regulation in PTAs",2011,"Preferential Trade Agreements: A Law and Economics Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883729552&doi=10.1017%2fCBO9780511976445.007&partnerID=40&md5=5cfd10caf71b489518484e96304c054a",Book Chapter,Scopus,2-s2.0-84883729552
"Kelly E.I.","Reparative justice",2011,"Accountability for Collective Wrongdoing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925650550&doi=10.1017%2fCBO9780511976780.008&partnerID=40&md5=87baf6337fba3ed5efdf44890dd8ca9a",Book Chapter,Scopus,2-s2.0-84925650550
"Zaff J.F.","A cease and desist order for school reform: It is time for educational transformation",2011,"Applied Developmental Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78951471108&doi=10.1080%2f10888691.2011.539099&partnerID=40&md5=015fffeaf298149fdf13d804f8b4eb3c",Editorial,Scopus,2-s2.0-78951471108
"Li Y., Lerner R.M.","Trajectories of School Engagement During Adolescence: Implications for Grades, Depression, Delinquency, and Substance Use",2011,"Developmental Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551550461&doi=10.1037%2fa0021307&partnerID=40&md5=c45dd17655268bf06cf78f53d04c66fe",Article,Scopus,2-s2.0-79551550461
"Zhong X.","Women can hold up half the sky",2011,"Handbook of Oriental Studies. Section 4, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941208267&partnerID=40&md5=2bb62f0853411e7e0ab736038806a87b",Review,Scopus,2-s2.0-84941208267
"Jones A.","Improving Efficiency With ILLiad 8.0",2011,"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953864809&doi=10.1080%2f1072303X.2011.544615&partnerID=40&md5=fd28a47941faeea823b1b9984ce1e50e",Article,Scopus,2-s2.0-79953864809
"Easterbrooks M.A., Chaudhuri J.H., Bartlett J.D., Copeman A.","Resilience in parenting among young mothers: Family and ecological risks and opportunities",2011,"Children and Youth Services Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649978969&doi=10.1016%2fj.childyouth.2010.08.010&partnerID=40&md5=c4c29e9266029cc0c7e82f3cd4c37fce",Article,Scopus,2-s2.0-78649978969
"Sussman A., Hollander J., Luo Y.","The openNeighborhood project: A fresh look at public participation",2011,"Planning Advisory Service Memo","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052132209&partnerID=40&md5=bf0143f539e36079601635109f1b0ec4",Article,Scopus,2-s2.0-80052132209
"Jones K.","Exploring the limits of institutional coherence in trade and development",2011,"Governing the World Trade Organization: Past, Present and Beyond Doha","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927100856&doi=10.1017%2fCBO9780511792502.010&partnerID=40&md5=2f66773ae70bc16be2524c2c65c4db7e",Book Chapter,Scopus,2-s2.0-84927100856
"Freeman J.B., Ambady N.","When two become one: Temporally dynamic integration of the face and voice",2011,"Journal of Experimental Social Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650017199&doi=10.1016%2fj.jesp.2010.08.018&partnerID=40&md5=16dc1339c6f7486a3510c45b794452e7",Article,Scopus,2-s2.0-78650017199
"Mazurana D., Jacobsen K., Gale L.A.","Research methods in conflict settings: A view from below",2011,"Research Methods in Conflict Settings: A View from Below","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923422734&doi=10.1017%2fCBO9781139811910&partnerID=40&md5=2c99a9e7e3154271c9b517f860217d40",Book,Scopus,2-s2.0-84923422734
"Mazurana D., Gale L.A.","Preparing for research in active conflict zones: Practical considerations for personal safety",2011,"Research Methods in Conflict Settings: A View from Below","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923450209&doi=10.1017%2fCBO9781139811910.019&partnerID=40&md5=64f6d0e86af0c4f6a9c2c4eabcef8e22",Book Chapter,Scopus,2-s2.0-84923450209
"Sobieraj S., Berry J.M.","From incivility to outrage: Political discourse in blogs, talk radio, and cable news",2011,"Political Communication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79751473623&doi=10.1080%2f10584609.2010.542360&partnerID=40&md5=41b4d5909ccf1cc1a6d57d48ba3e260a",Article,Scopus,2-s2.0-79751473623
"Mazurana D., Gale L.A., Jacobsen K.","A view from below: Conducting research in conflict zones",2011,"Research Methods in Conflict Settings: A View from Below","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923423526&doi=10.1017%2fCBO9781139811910.003&partnerID=40&md5=f095f48472cce0ff1073cbcd61e30463",Book Chapter,Scopus,2-s2.0-84923423526
"Saggi K.","Incomplete harmonization contracts in international economic law: Report of the panel, China – measures affecting the protection and enforcement of intellectual property rights, WT/DS362/R, adopted 20 March 2009",2011,"The WTO Case Law of 2009: Legal and Economic Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926096996&doi=10.1017%2fCBO9781139034432.005&partnerID=40&md5=1944299f6d5b8e7738b65687ac02d81d",Book Chapter,Scopus,2-s2.0-84926096996
"Gallagher K.S.","Hybrid cars: Development and deployment in Japan, the United States, and China",2011,"Energy Technology Innovation: Learning from Historical Successes and Failures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928640357&doi=10.1017%2fCBO9781139150880.019&partnerID=40&md5=3c9de319c28469fcee8fd40910fe4e16",Book Chapter,Scopus,2-s2.0-84928640357
"Saggi K., Trachtman J.P.","Incomplete harmonization contracts in international economic law: Report of the Panel, China - Measures affecting the protection and enforcement of intellectual property rights, WT/DS362/R, adopted 20 March 2009",2011,"World Trade Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052371906&doi=10.1017%2fS1474745610000455&partnerID=40&md5=872df9f032e553c68df0b17faca0eb28",Conference Paper,Scopus,2-s2.0-80052371906
"Hollander J.B., Popper F.J.","Sunburnt cities: The Great Recession, depopulation and urban planning in the American Sunbelt",2011,"Sunburnt Cities: The Great Recession, Depopulation and Urban Planning in the American Sunbelt","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909036219&doi=10.4324%2f9780203834381&partnerID=40&md5=5ef56849918a815698d8abcd42f34856",Book,Scopus,2-s2.0-84909036219
"Watson D.","The engaged university: International perspectives on civic engagement",2011,"The Engaged University: International Perspectives on Civic Engagement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909084000&doi=10.4324%2f9780203818763&partnerID=40&md5=1135189436cf50af7ee174b2019f0f0c",Book,Scopus,2-s2.0-84909084000
